     x        u       v
     0.10000000     0.48991353     0.53212510
     0.20000000     0.61194761     0.66467380
     0.30000000     0.59864642     0.65022655
     0.40000000     0.53555815     0.58170252
     0.50000000     0.45415425     0.49328475
     0.60000000     0.36601240     0.39754849
     0.70000000     0.27539179     0.29911990
     0.80000000     0.18385931     0.19970086
     0.90000000    0.091991358    0.099917450
      1.0000000      0.0000000  5.8885730E-18
